ID,Resistence,time_constant,streng_rectif,rebound_slope,nb_rebound_sp,sag,sag_ratio,rheobaseLP,burst,delay,latencyLP,meanISI,cv_ISI,adaptation1,adaptation2,peak_adaptation1,peak_adaptation2,peakLP,thresholdLP,half_width,height,fastTrough,slowTrough,nb_persistent,dur_persistence,firing_rate_2xRB,cvISIlast_2xRB,rheobase_3ms,latency,threshold,threshold2,peak,height_threshold_peak,height_peak_trough,peak_up_stroke,peak_down_stroke,peak_stroke_ratio,halfWidthTP,halfWidthPT,peakDown,trough,preview,link,Morphology
M05_SM_A1_C14,573.12013,29.5,56.81396611,0.00409296,1,56.81396611,2.081542072,10,261.4,0.037375148,11.6,310.3666667,0.640239718,-0.010460784,0.925640444,1.088119591,0.000981537,1.678466834,-37.10937583,,38.78784266,5.1,415.2,0,0,,,,0,,,,,,,,,,,,,,,
M05_SM_A1_C01,295.4101629,22.5,4.268798924,-0.000860543,0,4.268798924,1.044560259,70,230.5,0.147401678,45.1,305.9666667,0.429190496,0.149757621,1.879473468,0.988458927,0.004540605,13.51928741,-31.43310617,,44.95239358,4.6,213.6,0,0,,,,0,,,,,,,,,,,,,,,
M10_JS_A1_C09,205.9936569,17.16428571,3.95385751,-0.000477288,0,3.95385751,1.042264732,120,53.05,0.906082052,19.8,21.85232558,0.480026707,-0.015131892,0.233352976,0.965550704,0.000217445,31.12793038,-31.76879954,,62.89672992,1.1,63.3,1,0.4,137,0.023859144,330,3.4,-36.46850667,-36.46850667,40.25268645,76.72119312,98.84643776,446.1670022,-272.8271545,-1.635346756,0.35,0.4,-272.8271545,-58.59375131,,,
M10_MJ_A1_C15,135.131839,19.39375,0.794799822,-0.000165853,0,0.794799822,1.0095129,150,,,12.3,,,,,,,8.978271685,-49.22485462,3.75,58.2031263,5.05,19.8,0,0,,,,0,,,,,,,,,,,,,,,
M10_MJ_A1_C08,146.7285189,19.4875,4.027954192,-0.001170068,1,4.027954192,1.064769468,50,,,11.7,,,,,,,23.30322318,-43.56689551,3.05,66.87011868,5.05,38.85,0,0,1,,175,3.7,-47.07031355,-47.07031355,27.12402404,74.1943376,83.00171084,125.4882841,-24.78027399,-5.064039409,2.75,3,-24.78027399,-55.8776868,,,
M01_MW_D5_C12,306.5185615,34.28333333,3.86450204,0.002242945,0,3.86450204,1.035699465,90,,,104.4,,,,,,,19.01855511,-45.67260844,2.8,64.69116356,5.1,16.5,0,0,2,0,300,3.75,-45.47729594,-45.47729594,13.91601594,59.39331187,82.53174013,143.3105501,-52.1240246,-2.74941452,1.3,1.65,-52.1240246,-68.61572419,,,
M10_MJ_A1_C07,102.1728538,18.78125,0.169677738,-0.000108125,0,0.169677738,1.001991233,70,298.825,0.486739731,145.45,298.825,0.130027667,,,0.97705146,,26.89819396,-52.09350702,2.8,78.99170098,5.05,37.65,0,0,13,0.069156125,,0,,,,,,,,,,,,,,,
M05_MJ_A1_C05,102.8442406,7.6,3.385864333,-0.000621856,1,3.385864333,1.059436896,50,,,4.15,,,,,,,14.70947299,-42.00744723,2.6,56.71692021,5.05,13.4,0,0,,,,0,,,,,,,,,,,,,,,
M10_MJ_A1_C12,224.4873097,22.825,1.942016645,-0.000263814,0,1.942016645,1.017807433,150,,,183.75,,,,,,,0.140380863,-66.36352687,2.55,66.50390774,5.05,44.8,0,0,,,,0,,,,,,,,,,,,,,,
M05_MJ_A1_C02,227.2338918,31.44166667,0.346069344,0.000211124,0,0.346069344,1.004497038,70,,,21.1,,,,,,,3.472900468,-37.79296959,2.35,41.26587006,5.05,21.05,0,0,2,0,,0,,,,,,,,,,,,,,,
M10_MJ_A1_C13,83.98437688,17.41875,1.373291046,-0.00029902,0,1.373291046,1.020067785,130,,,9.4,,,,,,,8.703613476,-50.27465933,2.25,58.9782728,5.05,12.65,0,0,,,,0,,,,,,,,,,,,,,,
M03_MW_A1_C13,162.658695,10.925,0.487060558,0.000897985,0,0.487060558,1.006283366,10,317.55,0.420563691,133.55,317.55,0.099981403,,,1.004361318,,29.15039128,-43.62182715,2.2,72.77221842,5.05,35.25,0,0,9,0.067801444,360,4.25,-54.66919068,-54.66919068,4.541015726,59.2102064,81.56738464,117.5537136,-42.23632907,-2.783236994,1.7,2.05,-42.23632907,-77.02636891,,,
M02_MW_D5_C10,159.9121129,19.325,2.529296932,-0.000501838,1,2.529296932,1.034402603,110,,0.097084367,15.65,161.2,0,,,0.962895377,,8.056640805,-42.11425875,1.85,50.17089956,5.05,7.05,0,0,,,350,3.15,-34.51538163,-34.51538163,0.030517579,34.54589921,62.65258929,25.6347662,-28.68652408,-0.893617021,1.95,3.35,-28.68652408,-62.62207171,,,
M01_MW_D5_C13,256.9580136,25.68333333,8.265258974,-0.000926201,0,8.265258974,1.089144628,70,,,116.4,,,,,,,19.66552778,-40.14892668,1.8,59.81445446,5.1,9.2,0,0,1,,140,4.25,-50.17089956,-50.17089956,25.62866268,75.79956224,85.94360544,141.8457063,-40.8935556,-3.468656716,1.6,1.75,-40.8935556,-60.31494275,,,
M03_JS_A1_C17,277.7099671,15.275,2.881347721,0.000161422,0,2.881347721,1.032936764,50,,,10.6,,,,,,,4.644775494,-49.08447375,1.75,53.72924925,4.95,5.7,0,0,1,,95,4.15,-47.97363388,-47.97363388,6.152343888,54.12597777,63.49487447,79.95605647,-37.35351646,-2.140522876,1.55,1.75,-37.35351646,-57.34253058,,,
M03_MW_A1_C15,188.6596722,33.81666667,4.527221781,-0.003629343,0,4.527221781,1.060244017,30,,,285.6,,,,,,,47.71728622,-35.60180744,1.7,83.31909366,5.05,8.5,0,0,8,0.144930323,490,4,-34.92431719,-34.92431719,53.41796994,88.34228713,103.5522484,218.1396533,-54.56543091,-3.997762864,1.4,1.6,-54.56543091,-50.13427846,,,
M05_MJ_A1_C04,179.5654337,25.24166667,2.67791754,-0.000347459,0,2.67791754,1.029812968,70,,,130.3,,,,,,,9.765625218,-44.56482033,1.55,54.33044555,5.05,35.3,0,0,9,0.127006925,,0,,,,,,,,,,,,,,,
M07_MW_A1_C02,189.8193402,20.04166667,5.447387817,0.000489527,1,5.447387817,1.073653806,150,,,4.85,,,,,,,23.01025442,-45.16601663,1.55,68.17627106,5.05,8.75,0,0,,,,0,,,,,,,,,,,,,,,
M10_JS_A1_C25,156.7840611,26.625,2.8460694,-0.000444991,0,2.8460694,1.031745491,100,,,114.65,,,,,,,30.05981513,-42.29736423,1.55,72.35717935,5.05,50.2,0,0,,,,0,,,,,,,,,,,,,,,
M01_JS_A3_C07,1321.105987,35.11666667,4.402343848,0.00877686,0,4.402343848,1.04256414,30,,,22.8,,,,,,,17.63305703,-39.58129971,1.5,57.21435675,5.1,6.6,0,0,1,,110,4.75,-36.92016684,-36.92016684,13.2446292,50.16479604,71.17920081,72.1435563,-31.98242259,-2.255725191,1.6,2.2,-31.98242259,-57.93457161,,,
M01_MW_D3_C07,295.8984441,12.23333333,7.978882014,-0.002602567,0,7.978882014,1.101057999,50,,,8.6,,,,,,,27.64282288,-39.09912197,1.5,66.74194485,5.1,6.3,0,0,1,,100,3.95,-31.26220773,-31.26220773,20.69702195,51.95922968,73.04077312,69.21386873,-29.41894597,-2.352697095,1.8,2.45,-29.41894597,-52.34375117,,,
M02_MW_D4_C08,160.2172887,17.05833333,5.112304802,-0.001203685,0,5.112304802,1.066754866,210,,,11.6,,,,,,,43.54858496,-46.32568463,1.5,89.87426959,5.05,12.5,0,0,,,370,3.8,-50.6896984,-50.6896984,38.75732509,89.44702348,104.0344262,202.0263717,-65.91797022,-3.064814815,1.35,1.5,-65.91797022,-65.27710107,,,
M03_MW_A1_C03,224.60938,25.49166667,6.585693507,-0.000866038,0,6.585693507,1.07818274,50,88.3,0.449877134,89.25,198.3875,0.682948998,0.310120213,8.127659574,0.978862974,-0.003370614,45.77636821,-37.96386804,1.5,83.74023625,4.1,4.1,0,0,14,0.375496497,925,3.85,-32.89794995,-32.89794995,43.24340917,76.14135912,105.7739281,192.8710981,-53.7109387,-3.590909091,1.45,1.8,-53.7109387,-62.53051898,,,
M04_JS_A1_C12,171.9665566,27.4,2.541870174,-0.000106378,0,2.541870174,1.028748065,70,,,116.05,,,,,,,33.7280281,-51.04980583,1.5,84.77783393,5.05,26.45,0,0,18,0.124880303,265,3.05,-31.33544992,-31.33544992,0.772094744,32.10754466,59.10339488,22.64404347,-24.16992242,-0.936868687,2.6,5.35,-24.16992242,-58.33130013,,,
M06_MW_A1_C01,254.821783,28.45833333,2.131347704,0.001798238,0,2.131347704,1.026932391,130,,,12.35,,,,,,,28.77807682,-32.44018627,1.5,61.21826309,5.05,58.4,0,0,,,,0,,,,,,,,,,,,,,,
M03_MW_A1_C16,283.2031313,28.975,4.5267335,-0.001069846,0,4.5267335,1.052677185,30,,,71.25,,,,,,,45.97778423,-40.01464933,1.45,85.99243356,5,5.9,0,0,7,0.253848615,280,4.15,-46.3134776,-46.3134776,28.75366275,75.06714035,90.61279499,173.8281289,-53.22265744,-3.266055046,1.45,1.6,-53.22265744,-61.85913224,,,
M01_JS_A3_C06,1402.130158,33.13333333,26.68627989,-0.00271809,1,26.68627989,1.259764302,10,57.45,0.191489362,15.2,79.37777778,0.218567565,0.040855936,1.925724638,0.872193702,-0.00897867,33.66088942,-45.99609478,1.4,79.6569842,4.9,4.9,0,0,23,0.20337759,90,4.2,-44.8425303,-44.8425303,39.16626064,84.00879094,101.0070823,201.9043014,-72.02148598,-2.803389831,1.15,1.3,-72.02148598,-61.84082169,,,
M01_MW_D2_C04,241.5466363,18.5,2.359375053,-0.001223219,0,2.359375053,1.031218403,330,,,1.4,,,,,,,15.92407262,-53.97949339,1.4,69.90356602,3.2,3.2,0,0,,,180,2.85,-50.24414175,-50.24414175,0.67749025,50.921632,66.55883938,88.25683791,-37.35351646,-2.362745098,1.5,1.85,-37.35351646,-65.88134913,,,
M01_SM_A6_C14,238.7695366,20.45,7.265258951,-0.002281438,0,7.265258951,1.077730601,70,,,98.2,,,,,,,2.893066471,-35.07690508,1.4,37.96997155,5,14.7,1,0.2,1,,410,3.35,-41.91284273,-41.91284273,12.18872098,54.10156371,75.7080095,166.9921912,-64.33105613,-2.595825427,1.1,1.35,-64.33105613,-63.51928853,,,
M02_MW_D6_C13,402.2216887,32.35833333,12.88757353,-0.000344163,0,12.88757353,1.12899777,30,339.875,0.433247517,147.25,339.875,0.352123053,,,1.01178361,,23.620606,-33.35571364,1.4,56.97631963,4.85,22.25,1,0.85,3,0.151306729,,0,,,,,,,,,,,,,,,
M05_JS_A1_C07,520.3247187,29.06666667,5.125122185,0.000448806,0,5.125122185,1.045523792,90,,,22.9,,,,,,,19.22607465,-36.62109457,1.4,55.84716922,4.95,7.15,0,0,1,,480,3.6,-37.62817467,-37.62817467,14.31274446,51.94091913,81.69555847,128.173831,-56.15234501,-2.282608696,1.15,1.65,-56.15234501,-67.38281401,,,
M08_MW_A1_C06,210.266118,29.18333333,4.550171,-0.005587775,0,4.550171,1.058772518,30,,,188.7,,,,,,,30.48706123,-39.09301845,1.4,69.58007968,4.8,28.05,0,0,7,0.332361711,175,3.85,-48.95019641,-48.95019641,22.36938527,71.31958167,81.63452331,140.9912141,-48.82812609,-2.8875,1.5,1.6,-48.82812609,-59.26513804,,,
M10_JS_A1_C17,72.60640625,18.6875,3.071899483,-0.000370726,0,3.071899483,1.034694314,150,367.375,0.412112964,151.4,367.375,0.303437588,,,0.981617647,,37.75024498,-45.25756937,1.4,83.00781436,4.95,119.25,0,0,14,0.339636073,1760,3.5,-58.68530405,-58.68530405,47.54638778,106.2316918,98.60229713,336.3037185,-72.63183756,-4.630252101,1.25,1.2,-72.63183756,-51.05590934,,,
M03_MW_A1_C06,248.7182673,19.90833333,4.286499119,-0.0000854,0,4.286499119,1.049746063,50,280.6,0.478617249,134.3,280.6,0.359601346,,,0.992842105,,39.97802824,-32.50122143,1.35,72.47924967,4.35,50.7,0,0,3,0.348122066,,0,,,,,,,,,,,,,,,
M08_JS_A1_C16,152.587894,17.29166667,5.67688001,-0.000891545,0,5.67688001,1.065247739,90,112.025,0.373845318,68.8,184.0333333,0.870440812,0.555497921,28.52608696,0.963559647,-0.008072667,34.97314531,-44.58618264,1.35,79.55932795,3,3,0,0,,,,0,,,,,,,,,,,,,,,
M08_MW_A1_C02,269.7753967,27.46666667,4.718017684,-0.000876415,0,4.718017684,1.053897643,30,180.475,0.675222789,147.75,218.8166667,0.303574783,0.118601469,1.623626374,0.995039683,0.002590642,21.39282274,-40.13061613,1.35,61.52343888,5,35.3,0,0,14,0.180905188,,0,,,,,,,,,,,,,,,
M01_JS_B1_C15,501.4038198,28.46666667,14.18786653,-0.006968508,0,14.18786653,1.122975528,10,48.75,0.834509447,61.1,73.21666667,0.212053673,0.027278501,1.824833703,0.845464841,-0.007231265,10.90698267,-48.37646593,1.3,59.28344859,5.1,13,0,0,2,0,180,4.55,-48.43139757,-48.43139757,11.85913112,60.29052869,69.48242343,113.4033228,-46.26464947,-2.451187335,1.35,1.5,-46.26464947,-57.6232923,,,
M04_JS_A1_C15,475.6927597,26.725,5.894592417,-0.005047741,0,5.894592417,1.067767484,10,,,439.4,,,,,,,24.45983941,-43.4875498,1.3,67.94738921,5.05,51.1,0,0,8,0.37926915,300,3.6,-49.20654407,-49.20654407,24.34997613,73.5565202,91.583254,194.6411176,-77.45361501,-2.513002364,0.9,1.1,-77.45361501,-67.23327787,,,
M04_MW_A1_C09,268.0664122,32.35,7.22973649,-0.000373588,0,7.22973649,1.094720075,30,,,152.7,,,,,,,56.1889661,-30.20019599,1.3,86.38916209,5.05,6.3,0,0,1,,540,3.65,-35.10742266,-35.10742266,55.40161257,90.50903523,108.0078149,264.2822325,-64.9414077,-4.069548872,1.15,1.3,-64.9414077,-52.60620235,,,
M04_SM_A1_C04,185.8520549,20.175,2.63330084,-0.000683195,0,2.63330084,1.035888853,110,,,2,,,,,,,15.90576207,-33.34961012,1.3,49.25537219,3.65,3.65,10,8082.65,,,,0,,,,,,,,,,,,,,,
M04_SM_A1_C05,512.3901482,22.93333333,28.43139712,-0.001300746,1,28.43139712,1.290578137,30,,,9.8,,,,,,,5.737304816,-43.61572363,1.3,49.35302845,4.95,4.95,0,0,1,,80,5.95,-44.8059092,-44.8059092,0.488281261,45.29419047,61.42578262,65.30761865,-27.95410219,-2.336244541,1.75,2.25,-27.95410219,-60.93750136,,,
M04_SM_A1_C06,613.9526504,28.075,31.12670968,0.000188816,2,31.12670968,1.356898917,10,67.425,0.231368187,15.6,67.425,0.011011674,,,0.868118324,,19.46411176,-39.95971769,1.3,59.42382945,5.05,9.7,0,0,5,0.144004559,,0,,,,,,,,,,,,,,,
M05_JS_A1_C08,329.2083814,18.9,4.857177843,-0.000862536,0,4.857177843,1.056623643,50,,,98.25,,,,,,,7.110595862,-38.11645593,1.3,45.22705179,3.85,3.85,0,0,2,0,95,13.25,-64.20898581,-64.20898581,2.868652408,67.07763822,68.29834137,152.587894,-76.90429859,-1.984126984,1.15,1.15,-76.90429859,-65.42968896,,,
M05_JS_A1_C13,381.7749109,23.925,18.92822308,-0.000710254,0,18.92822308,1.209557532,30,54.3,0.132078336,8.7,65.87,0.742425338,-0.00434972,0.86972821,0.967395967,-0.003568676,27.95410219,-43.18237401,1.3,71.1364762,5.05,25.25,0,0,8,0.165850224,65,3.7,-45.9289561,-45.9289561,20.84350633,66.77246243,81.05468931,112.30469,-42.72461033,-2.628571429,1.7,2,-42.72461033,-60.21118299,,,
M10_MJ_A1_C03,267.0288146,28.8625,12.55432157,-0.006451688,0,12.55432157,1.149689617,30,88.175,0.665517717,80.45,120.8833333,0.220504133,0.063034994,1.885267275,0.735874848,-0.025291018,36.96289145,-43.4082041,1.3,80.37109555,5.05,34.05,0,0,4,0.19460353,,0,,,,,,,,,,,,,,,
M08_JS_A1_C13,477.2186386,21.65,9.141845907,-0.00161941,0,9.141845907,1.08516421,30,36.45,0.784615385,28.9,36.83333333,0.392721603,0.123075492,1.709090909,0.745712596,-0.046104604,2.502441462,-49.1027843,1.25,51.60522576,4.95,4.95,0,0,1,,110,3.65,-47.76001083,-47.76001083,5.615234501,53.37524533,67.93213042,119.6289089,-56.76269658,-2.107526882,1.15,1.35,-56.76269658,-62.31689592,,,
M10_JS_A1_C02,367.3553549,15.64166667,6.452636863,-0.001084233,0,6.452636863,1.058126876,20,73.925,4.90251464,355.8,72.575,0.058464507,-0.011912969,0.846153846,1.014106583,0.001000554,0.396728524,-38.54370203,1.25,38.94043056,4.95,19.9,0,0,30,0.155571386,260,3.75,-38.78784266,-38.78784266,0.152587894,38.94043056,62.13379045,90.33203327,-46.99707136,-1.922077922,1.1,1.7,-46.99707136,-61.98120256,,,
M10_SA_A1_C05,101.911759,19.1,2.249328664,-0.000383065,0,2.249328664,1.024434327,230,,,8.85,,,,,,,36.01684651,-50.59204215,1.25,86.60888865,5.05,7.6,0,0,,,255,3.45,-52.0446789,-52.0446789,32.31811596,84.36279485,95.31555389,272.5830139,-57.25097784,-4.76119403,1.25,1.4,-57.25097784,-62.99743793,,,
M10_SA_A1_C16,282.3893292,17.475,10.76355005,-0.000955176,0,10.76355005,1.095772124,160,,,18.65,,,,,,,57.04345831,-34.55200273,1.25,91.59546103,4.95,,,,,,550,3.7,-31.30493234,-31.30493234,60.97412246,92.2790548,119.3237331,312.3779367,-65.42968896,-4.774253731,1.2,1.5,-65.42968896,-58.34961068,,,
M03_JS_A1_C08,533.8134885,21.31666667,6.741699369,-0.00094417,1,6.741699369,1.057046529,10,66.4,0.086146544,18.15,210.6875,0.799567953,0.281810817,6.730937774,0.800920368,-0.042860498,10.89477563,-50.11596792,1.2,61.01074355,5.05,12.55,0,0,1,,,0,,,,,,,,,,,,,,,
M06_SM_A1_C05,1046.371483,28.65,110.1434351,0.002433694,1,110.1434351,3.331782765,10,,27.41340782,490.7,17.9,0,,,1.070726916,,0.183105473,-46.41723737,1.2,46.60034284,4.3,4.3,0,0,,,,0,,,,,,,,,,,,,,,
M10_SA_A1_C09,379.4555749,22.79375,3.44628914,0.000245021,0,3.44628914,1.037433389,30,,0.224924012,7.4,32.9,0,,,0.656709894,,16.23840368,-46.59423932,1.2,62.83264301,4.65,4.65,0,0,2,0,110,3.8,-46.46606549,-46.46606549,19.42138715,65.88745264,78.08532889,148.1933627,-54.80957154,-2.703786192,1.15,1.3,-54.80957154,-58.66394174,,,
M03_MW_A1_C04,350.0366289,20,9.921875222,-0.001023483,0,9.921875222,1.096192764,50,,,90.05,,,,,,,27.0690924,-38.94043056,1.15,66.00952296,3.7,3.7,0,0,14,0.858947063,150,2.8,-50.14038198,-50.14038198,22.09472706,72.23510904,86.42578318,187.3779339,-67.13867338,-2.790909091,1.05,1.2,-67.13867338,-64.33105613,,,/morphology.html?cell=M3.MW.A4.C4.swc
M03_MW_A1_C11,171.3867226,17.20833333,5.097168083,-0.000816646,0,5.097168083,1.05827416,70,230.65,0.135486668,31.25,230.65,0.906224862,,,0.963685272,,47.26562606,-52.56958125,1.15,99.83520731,4.85,20.25,0,0,15,0.182675107,450,3.8,-60.64453261,-60.64453261,25.46997127,86.11450388,109.5275903,240.9668023,-68.48144684,-3.518716578,1.3,1.5,-68.48144684,-84.05761907,,,
M05_MW_A1_C05,325.0122143,22.43333333,3.107910226,0.001696086,1,3.107910226,1.035794121,10,,,325.95,,,,,,,36.74316488,-35.36987384,1.15,72.11303872,5.05,45.95,6,8206.55,15,0.346293069,,0,,,,,,,,,,,,,,,
M10_JS_A1_C11,202.5059337,17.94375,7.271118327,-0.000859968,0,7.271118327,1.074719168,70,,,71.7,,,,,,,36.46850667,-48.00415146,1.15,84.47265814,4.7,90.1,0,0,,,410,3.6,-46.5087901,-46.5087901,16.47949256,62.98828266,82.51953309,164.7949256,-59.20410289,-2.783505155,1.35,1.6,-59.20410289,-66.04004054,,,
M10_JS_A1_C24,227.7374318,26.575,6.779785308,-0.001296393,0,6.779785308,1.079489345,60,,,208.75,,,,,,,36.04126057,-37.62817467,1.15,73.66943524,3.55,94.25,0,0,6,0.238632513,1220,3.4,-52.03247187,-52.03247187,48.73657335,100.7690452,108.7951684,347.9003984,-86.66992381,-4.014084507,1.05,1.1,-86.66992381,-60.05859509,,,
M10_JS_A1_C30,292.3148084,21.09375,9.833984595,-0.001450054,0,9.833984595,1.092127533,70,,,59.75,,,,,,,26.03149472,-35.00366289,1.15,61.03515761,4.7,23.75,0,0,,,470,3.5,-46.38671979,-46.38671979,24.56665094,70.95337073,85.84594918,219.7265674,-73.85254071,-2.975206612,1,1.1,-73.85254071,-61.27929824,,,
M10_MJ_A1_C06,470.52003,22.90625,12.68493681,0.000146519,0,12.68493681,1.106855119,10,58.15,1.474444509,97.75,66.29615385,0.136699678,0.00091796,1.022518766,0.872932598,-0.004734286,15.98510778,-52.65503047,1.15,68.64013825,4.75,4.75,2,0.6,35,0.09951581,135,13.95,-51.47094842,-51.47094842,26.70288146,78.17382987,93.54248256,204.467778,-84.22851751,-2.427536232,1,1.15,-84.22851751,-66.8396011,,,
M10_SA_A1_C06,568.3136113,25.3125,8.341797061,0.001290641,0,8.341797061,1.097339322,5,220,0.624003714,134.4,215.3833333,0.28725027,0.062303613,1.299401198,0.937314697,-0.011185849,11.6577151,-53.1890881,1.15,64.84680321,5.05,6,2,2986.4,16,0.146248615,210,3.65,-51.51672478,-51.51672478,28.72924869,80.24597347,96.28601289,264.5263731,-85.26611519,-3.102362205,0.9,1,-85.26611519,-67.55676421,,,
M10_SA_A1_C11,86.402895,22.34375,2.292114309,-0.000116887,0,2.292114309,1.024623216,120,,,115.3,,,,,,,40.1184091,-41.10717865,1.15,81.22558775,5.05,33.35,,,5,0.274161518,1360,3.8,-46.46606549,-46.46606549,39.04419033,85.51025582,106.2438989,271.7285217,-62.5000014,-4.34765625,1.3,1.55,-62.5000014,-67.19970853,,,
M01_JS_B1_C14,475.8300888,34.01666667,20.80029343,-0.010381237,0,20.80029343,1.215335699,30,,,44.3,,,,,,,25.39672908,-43.12133885,1.1,68.51806794,3.6,3.6,0,0,4,0.207478146,220,3.85,-46.48437604,-46.48437604,25.8300787,72.31445474,87.902834,141.4794953,-69.21386873,-2.044091711,1.1,1.35,-69.21386873,-62.07275529,,,
M01_JS_B3_C21,452.2094828,24.45,9.226440636,-0.004887985,0,9.226440636,1.081860293,30,,,13.5,,,,,,,6.878662263,-42.0532236,1.1,48.93188586,3.7,3.7,0,0,2,0,100,3.6,-43.97583106,-43.97583106,8.978271685,52.95410275,70.39795079,107.1777368,-61.27929824,-1.749003984,1,1.25,-61.27929824,-61.41967911,,,
M01_MW_D4_C11,315.5517649,29.25,10.54797387,-0.002530938,0,10.54797387,1.112579002,130,,,3.2,,,,,,,33.12988355,-44.0307627,1.1,77.16064626,3.8,3.8,0,0,1,,290,3.65,-46.53320417,-46.53320417,27.75878968,74.29199385,87.81128126,200.9277389,-59.20410289,-3.393814433,1.15,1.3,-59.20410289,-60.05249158,,,
M04_JS_A1_C17,186.1572307,20.95,1.070556665,0.000294134,0,1.070556665,1.013954858,230,,,12.15,,,,,,,20.65124558,-44.77233987,1.1,65.42358545,4.75,5.5,0,0,,,355,3.75,-43.63403418,-43.63403418,29.59594793,73.22998211,89.03503617,196.8383833,-64.33105613,-3.059772296,1.05,1.2,-64.33105613,-59.43908824,,,
M04_MW_A1_C07,120.7885769,11.36666667,2.324462943,-0.000332131,0,2.324462943,1.027761741,170,,,34.05,,,,,,,30.9021003,-45.60546977,1.1,76.50757007,5,14.3,0,0,,,820,2.95,-32.44018627,-32.44018627,0.274658209,32.71484448,77.66113455,27.34375061,-89.72168169,-0.304761905,1.55,2.85,-89.72168169,-77.38647634,,,
M04_SM_A1_C01,289.7338932,14.44166667,2.871215884,0.0000553,1,2.871215884,1.029281234,10,41.25,0.284277024,12.15,42.74,0.090848832,0.015414392,1.132152589,0.600796511,-0.064845451,20.25756881,-44.11010841,1.1,64.36767722,5.05,7.2,0,0,3,0.125499747,30,27.95,-39.74609464,-39.74609464,12.11547879,51.86157342,71.34399574,90.08789264,-46.14257916,-1.952380952,1.25,1.6,-46.14257916,-59.22851695,,,
M05_JS_A1_C01,451.6601663,20.34166667,6.683349759,0.001119066,0,6.683349759,1.069041614,10,,,88.15,,,,,,,21.63696337,-46.081544,1.1,67.71850737,4.5,21.35,0,0,4,0.169198034,115,3.65,-46.93603621,-46.93603621,22.0336919,68.9697281,84.35058782,168.457035,-78.12500175,-2.15625,1,1.15,-78.12500175,-62.31689592,,,
M05_JS_A1_C05,553.8940553,21.4,5.131836052,-0.001079917,0,5.131836052,1.05481381,10,119.875,0.413107896,47.4,114.74,0.150985659,0.025493898,1.227180527,0.929284858,-0.012929963,23.01025442,-53.37524533,1.1,76.38549975,4.9,8.6,0,0,29,0.150704066,,0,,,,,,,,,,,,,,,
M08_JS_A1_C12,464.2486676,23.01666667,10.40527367,-0.001679757,0,10.40527367,1.106715409,10,,0.676706827,33.7,49.8,0,,,0.95985233,,18.79882855,-47.33276473,1.1,66.13159328,5.05,6.75,0,0,5,0.166000022,40,6.05,-49.56054798,-49.56054798,21.51489306,71.07544104,83.92334172,188.598637,-65.30761865,-2.887850467,1.15,1.25,-65.30761865,-62.40844866,,,
M08_SM_A1_C04,230.40772,15.70833333,5.953979625,-0.00226566,0,5.953979625,1.081092315,90,,,21.7,,,,,,,30.94482491,-36.34643636,1.1,67.29126127,4.95,8.1,0,0,1,,230,3.6,-41.44287202,-41.44287202,28.77807682,70.22094884,86.57837108,202.6367233,-68.35937653,-2.964285714,0.95,1.15,-68.35937653,-57.80029426,,,
M10_JS_A1_C07,157.1655309,19.08571429,8.377685734,-0.000910731,0,8.377685734,1.082451314,160,,,57.95,,,,,,,27.92358461,-39.85595792,1.1,67.77954253,5,17.15,0,0,,,1040,3.3,-53.10058712,-53.10058712,40.19165129,93.29223841,109.4360376,350.3418047,-82.39746278,-4.251851852,0.95,1.05,-82.39746278,-69.24438631,,,
M10_JS_A1_C27,361.2518391,26.925,17.44201699,0.000575476,1,17.44201699,1.217195017,20,62.15,0.353977576,22.1,62.43333333,0.015720696,0,1,0.783031989,-0.048239782,25.81787167,-40.00854582,1.1,65.82641749,4.75,9.85,0,0,8,0.045759774,100,4.05,-44.37255959,-44.37255959,27.67944398,72.05200356,89.01977738,192.8710981,-76.90429859,-2.507936508,1.05,1.2,-76.90429859,-61.3403334,,,
M10_JS_A1_C32,157.1655309,22.8875,7.269287272,-0.001429878,0,7.269287272,1.077468453,130,,,135.45,,,,,,,35.73608478,-39.06250087,1.1,74.79858566,5.05,55.6,0,0,8,0.169148106,,0,,,,,,,,,,,,,,,
M03_MW_A1_C10,105.5297875,21.075,3.820190515,-0.000782074,0,3.820190515,1.048886598,150,,,125.85,,,,,,,49.98169057,-36.80420004,1.05,86.78589061,5.05,41.9,0,0,,,,0,,,,,,,,,,,,,,,
M03_SM_A1_C12,199.7680709,14.29166667,0.322387703,0.0000639,0,0.322387703,1.004015454,90,,,33.15,,,,,,,30.51147529,-33.94165115,1.05,64.45312644,5,7.1,0,0,,,,0,,,,,,,,,,,,,,,
M10_JS_A1_C04,664.9017483,27.7,25.51391659,-0.000122494,0,25.51391659,1.197460533,20,61,0.868956319,65.15,74.975,0.166570727,0.013327934,1.341054313,0.88638195,-0.005151885,11.44409205,-64.30053855,1.05,75.7446306,5,7.6,0,0,26,0.123103368,200,3.75,-65.33813623,-65.33813623,12.63427763,77.97241385,96.28296114,299.0722723,-89.72168169,-3.333333333,0.9,1.05,-89.72168169,-83.64868351,,,
M10_JS_A1_C16,64.34122865,17.55,2.440795953,-0.00034742,0,2.440795953,1.025824825,230,,,135.1,,,,,,,48.24829209,-43.27392675,1.05,91.52221884,5.05,96.35,0,0,,,,0,,,,,,,,,,,,,,,
